record_id,subject,predicate,object,effect_direction,effect_size,dose,experimental_system,mechanism_class,direct_or_inferred,evidence_method,evidence_quality,supporting_quote,paper_id,extraction_source,prompt_version,confidence,edge_raw
R0027,Sargassum wightii,MODULATES,feed fermentation pattern,no_change,Not stated,4-5% DM,in_vitro,['Fermentation pathway modulation'],Direct,VFA/NH3 measurement (implied),Medium,supplementation of Kappaphycus alvarezii and Sargassum wightii did not alter the feed fermentation pattern,10.3390/microorganisms13010123,auto,v2.0-126corpus,0.85,"{""source"": ""Sargassum wightii"", ""target"": ""feed fermentation pattern"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""no_change"", ""effect_size"": ""Not stated"", ""dose"": ""4-5% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""VFA/NH3 measurement (implied)"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""supplementation of Kappaphycus alvarezii and Sargassum wightii did not alter the feed fermentation pattern"", ""paper_id"": ""10.3390/microorganisms13010123"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0028,Laurencia snackeyi,INHIBITS,methane yield,decrease,37%,1.5% diet DM,in_vivo,['Unknown/unclear mechanism'],Inferred,GreenFeed,High,"Daily CH4 production, yield, and intensity were decreased by LS compared with control by 37, 26, and 27%, respectively.",10.3168/jds.2025-27251,auto,v2.0-126corpus,0.85,"{""source"": ""Laurencia snackeyi"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""37%"", ""dose"": ""1.5% diet DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Daily CH4 production, yield, and intensity were decreased by LS compared with control by 37, 26, and 27%, respectively."", ""paper_id"": ""10.3168/jds.2025-27251"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0028,Laurencia snackeyi,INHIBITS,methane yield,decrease,26%,1.5% diet DM,in_vivo,['Unknown/unclear mechanism'],Inferred,GreenFeed,High,"Daily CH4 production, yield, and intensity were decreased by LS compared with control by 37, 26, and 27%, respectively.",10.3168/jds.2025-27251,auto,v2.0-126corpus,0.85,"{""source"": ""Laurencia snackeyi"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""26%"", ""dose"": ""1.5% diet DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Daily CH4 production, yield, and intensity were decreased by LS compared with control by 37, 26, and 27%, respectively."", ""paper_id"": ""10.3168/jds.2025-27251"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0028,Laurencia snackeyi,INHIBITS,methane intensity,decrease,27%,1.5% diet DM,in_vivo,['Unknown/unclear mechanism'],Inferred,GreenFeed,High,"Daily CH4 production, yield, and intensity were decreased by LS compared with control by 37, 26, and 27%, respectively.",10.3168/jds.2025-27251,auto,v2.0-126corpus,0.85,"{""source"": ""Laurencia snackeyi"", ""target"": ""methane intensity"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""27%"", ""dose"": ""1.5% diet DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Daily CH4 production, yield, and intensity were decreased by LS compared with control by 37, 26, and 27%, respectively."", ""paper_id"": ""10.3168/jds.2025-27251"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0028,Laurencia snackeyi,PROMOTES,hydrogen emission,increase,2.2-fold,1.5% diet DM,in_vivo,['Unknown/unclear mechanism'],Inferred,GreenFeed,High,"Conversely, daily H2 emission was increased 2.2-fold by LS.",10.3168/jds.2025-27251,auto,v2.0-126corpus,0.85,"{""source"": ""Laurencia snackeyi"", ""target"": ""hydrogen emission"", ""edge_type"": ""PROMOTES"", ""effect_direction"": ""increase"", ""effect_size"": ""2.2-fold"", ""dose"": ""1.5% diet DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Conversely, daily H2 emission was increased 2.2-fold by LS."", ""paper_id"": ""10.3168/jds.2025-27251"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0029,Ecklonia cava,INHIBITS,methane yield,decrease,90.0%,1 g per 50 mL (in mixture),in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,maximum methane abatement was up to 90.0 ± 0.7%,10.1007/s10811-026-03858-0,auto,v2.0-126corpus,0.75,"{""source"": ""Ecklonia cava"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""90.0%"", ""dose"": ""1 g per 50 mL (in mixture)"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""maximum methane abatement was up to 90.0 ± 0.7%"", ""paper_id"": ""10.1007/s10811-026-03858-0"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.75}"
R0029,Ecklonia stolonifera,INHIBITS,methane yield,decrease,90.0%,1 g per 50 mL (in mixture),in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,maximum methane abatement was up to 90.0 ± 0.7%,10.1007/s10811-026-03858-0,auto,v2.0-126corpus,0.75,"{""source"": ""Ecklonia stolonifera"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""90.0%"", ""dose"": ""1 g per 50 mL (in mixture)"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""maximum methane abatement was up to 90.0 ± 0.7%"", ""paper_id"": ""10.1007/s10811-026-03858-0"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.75}"
R0029,Ulva pertusa,INHIBITS,methane yield,decrease,90.0%,0.75 g per 50 mL (in mixture),in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,maximum methane abatement was up to 90.0 ± 0.7%,10.1007/s10811-026-03858-0,auto,v2.0-126corpus,0.75,"{""source"": ""Ulva pertusa"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""90.0%"", ""dose"": ""0.75 g per 50 mL (in mixture)"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""maximum methane abatement was up to 90.0 ± 0.7%"", ""paper_id"": ""10.1007/s10811-026-03858-0"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.75}"
R0030,Asparagopsis taxiformis,INHIBITS,Methanobrevibacter,decrease,Not stated,5% DM,in_vitro,['Direct archaeal inhibition'],Direct,metagenomics,High,"suppressing the relative abundance of Methanobrevibacter, CH4 production in the rumen was directly suppressed",10.3389/fmicb.2025.1586456,auto,v2.0-126corpus,0.9,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""Methanobrevibacter"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""5% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Direct archaeal inhibition""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""metagenomics"", ""evidence_quality"": ""High"", ""supporting_quote"": ""suppressing the relative abundance of Methanobrevibacter, CH4 production in the rumen was directly suppressed"", ""paper_id"": ""10.3389/fmicb.2025.1586456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.9}"
R0030,Asparagopsis taxiformis,INHIBITS,K00399,decrease,Not stated,5% DM,in_vitro,['Direct archaeal inhibition'],Direct,KEGG pathway analysis,High,"A. taxiformis significantly inhibited the abundance of K00399, methyl-coenzyme M reductase alpha subunit",10.3389/fmicb.2025.1586456,auto,v2.0-126corpus,0.95,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""K00399"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""5% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Direct archaeal inhibition""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""KEGG pathway analysis"", ""evidence_quality"": ""High"", ""supporting_quote"": ""A. taxiformis significantly inhibited the abundance of K00399, methyl-coenzyme M reductase alpha subunit"", ""paper_id"": ""10.3389/fmicb.2025.1586456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.95}"
R0030,Asparagopsis taxiformis,PROMOTES,Prevotella,increase,Not stated,5% DM,in_vitro,['Microbial community restructuring'],Direct,metagenomics,High,significantly increased the relative abundance of propionate-producing bacteria such as Prevotella,10.3389/fmicb.2025.1586456,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""Prevotella"", ""edge_type"": ""PROMOTES"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""5% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""metagenomics"", ""evidence_quality"": ""High"", ""supporting_quote"": ""significantly increased the relative abundance of propionate-producing bacteria such as Prevotella"", ""paper_id"": ""10.3389/fmicb.2025.1586456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0030,Asparagopsis taxiformis,PROMOTES,Ruminobacter,increase,Not stated,5% DM,in_vitro,['Microbial community restructuring'],Direct,metagenomics,High,significantly increased the relative abundance of propionate-producing bacteria such as Ruminobacter,10.3389/fmicb.2025.1586456,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""Ruminobacter"", ""edge_type"": ""PROMOTES"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""5% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""metagenomics"", ""evidence_quality"": ""High"", ""supporting_quote"": ""significantly increased the relative abundance of propionate-producing bacteria such as Ruminobacter"", ""paper_id"": ""10.3389/fmicb.2025.1586456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0030,Asparagopsis taxiformis,PROMOTES,Succinivibrio,increase,Not stated,5% DM,in_vitro,['Microbial community restructuring'],Direct,metagenomics,High,significantly increased the relative abundance of propionate-producing bacteria such as Succinivibrio,10.3389/fmicb.2025.1586456,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""Succinivibrio"", ""edge_type"": ""PROMOTES"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""5% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""metagenomics"", ""evidence_quality"": ""High"", ""supporting_quote"": ""significantly increased the relative abundance of propionate-producing bacteria such as Succinivibrio"", ""paper_id"": ""10.3389/fmicb.2025.1586456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0030,Asparagopsis taxiformis,INHIBITS,Ruminococcus,decrease,Not stated,5% DM,in_vitro,['Microbial community restructuring'],Direct,metagenomics,High,inhibited acetate-producing bacteria such as Ruminococcus,10.3389/fmicb.2025.1586456,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""Ruminococcus"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""5% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""metagenomics"", ""evidence_quality"": ""High"", ""supporting_quote"": ""inhibited acetate-producing bacteria such as Ruminococcus"", ""paper_id"": ""10.3389/fmicb.2025.1586456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0030,Asparagopsis taxiformis,INHIBITS,methane yield,decrease,98.53%,5% DM,in_vitro,"['Direct archaeal inhibition', 'Hydrogen sink redistribution', 'Microbial community restructuring']",Direct,"in vitro gas production, metagenomics, metabolomics",High,supplementation of freeze-dried treatments at Mid group significantly reduced CH4 production by 98.53%,10.3389/fmicb.2025.1586456,auto,v2.0-126corpus,0.95,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""98.53%"", ""dose"": ""5% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Direct archaeal inhibition"", ""Hydrogen sink redistribution"", ""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production, metagenomics, metabolomics"", ""evidence_quality"": ""High"", ""supporting_quote"": ""supplementation of freeze-dried treatments at Mid group significantly reduced CH4 production by 98.53%"", ""paper_id"": ""10.3389/fmicb.2025.1586456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.95}"
R0030,Asparagopsis taxiformis,PROMOTES,propionate production,increase,Not stated,5% DM,in_vitro,['Fermentation pathway modulation'],Direct,VFA analysis,High,"altered the pattern of volatile fatty acid (VFA) synthesis in the rumen, and reduced H2 availability for methanogenesis and promoted propionate production",10.3389/fmicb.2025.1586456,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""propionate production"", ""edge_type"": ""PROMOTES"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""5% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""VFA analysis"", ""evidence_quality"": ""High"", ""supporting_quote"": ""altered the pattern of volatile fatty acid (VFA) synthesis in the rumen, and reduced H2 availability for methanogenesis and promoted propionate production"", ""paper_id"": ""10.3389/fmicb.2025.1586456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0030,Asparagopsis taxiformis,DEGRADES,H2,decrease,Not stated,5% DM,in_vitro,['Hydrogen sink redistribution'],Inferred,metabolomics,Medium,reduced H2 availability for methanogenesis,10.3389/fmicb.2025.1586456,auto,v2.0-126corpus,0.8,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""H2"", ""edge_type"": ""DEGRADES"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""5% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Hydrogen sink redistribution""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""metabolomics"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""reduced H2 availability for methanogenesis"", ""paper_id"": ""10.3389/fmicb.2025.1586456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0030,Asparagopsis taxiformis,INHIBITS,acetate,decrease,Not stated,5% DM,in_vitro,['Fermentation pathway modulation'],Direct,VFA analysis,High,"inhibited acetate-producing bacteria such as Ruminococcus, altered the pattern of VFA synthesis",10.3389/fmicb.2025.1586456,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""acetate"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""5% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""VFA analysis"", ""evidence_quality"": ""High"", ""supporting_quote"": ""inhibited acetate-producing bacteria such as Ruminococcus, altered the pattern of VFA synthesis"", ""paper_id"": ""10.3389/fmicb.2025.1586456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0031,Gracilaria lemaneiformis,INHIBITS,g_norank_f_Methanomethylophilaceae,decrease,Not stated,2% DM,in_vitro,['Microbial community restructuring'],Direct,16S rRNA,High,decreased the abundance of methanogens g_norank_f_Methanomethylophilaceae,10.3390/agriculture15161768,auto,v2.0-126corpus,0.85,"{""source"": ""Gracilaria lemaneiformis"", ""target"": ""g_norank_f_Methanomethylophilaceae"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""2% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""16S rRNA"", ""evidence_quality"": ""High"", ""supporting_quote"": ""decreased the abundance of methanogens g_norank_f_Methanomethylophilaceae"", ""paper_id"": ""10.3390/agriculture15161768"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0031,Gracilaria lemaneiformis,PROMOTES,Kandleria,increase,Not stated,2% DM,in_vitro,['Microbial community restructuring'],Direct,16S rRNA,High,increased the populations of bacteria (Kandleria and Succinivibrio),10.3390/agriculture15161768,auto,v2.0-126corpus,0.85,"{""source"": ""Gracilaria lemaneiformis"", ""target"": ""Kandleria"", ""edge_type"": ""PROMOTES"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""2% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""16S rRNA"", ""evidence_quality"": ""High"", ""supporting_quote"": ""increased the populations of bacteria (Kandleria and Succinivibrio)"", ""paper_id"": ""10.3390/agriculture15161768"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0031,Gracilaria lemaneiformis,PROMOTES,Succinivibrio,increase,Not stated,2% DM,in_vitro,['Microbial community restructuring'],Direct,16S rRNA,High,increased the populations of bacteria (Kandleria and Succinivibrio),10.3390/agriculture15161768,auto,v2.0-126corpus,0.85,"{""source"": ""Gracilaria lemaneiformis"", ""target"": ""Succinivibrio"", ""edge_type"": ""PROMOTES"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""2% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""16S rRNA"", ""evidence_quality"": ""High"", ""supporting_quote"": ""increased the populations of bacteria (Kandleria and Succinivibrio)"", ""paper_id"": ""10.3390/agriculture15161768"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0031,13(S)-HOTrE,INHIBITS,methane yield,decrease,Not stated,Not specified,in_vitro,['Unknown/unclear mechanism'],Inferred,Not stated,Medium,upregulating the levels of 13(S)-HOTrE and 9(S)-HOTrE could inhibit methanogenic activity,10.3390/agriculture15161768,auto,v2.0-126corpus,0.7,"{""source"": ""13(S)-HOTrE"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""Not stated"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""upregulating the levels of 13(S)-HOTrE and 9(S)-HOTrE could inhibit methanogenic activity"", ""paper_id"": ""10.3390/agriculture15161768"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0031,9(S)-HOTrE,INHIBITS,methane yield,decrease,Not stated,Not specified,in_vitro,['Unknown/unclear mechanism'],Inferred,Not stated,Medium,upregulating the levels of 13(S)-HOTrE and 9(S)-HOTrE could inhibit methanogenic activity,10.3390/agriculture15161768,auto,v2.0-126corpus,0.7,"{""source"": ""9(S)-HOTrE"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""Not stated"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""upregulating the levels of 13(S)-HOTrE and 9(S)-HOTrE could inhibit methanogenic activity"", ""paper_id"": ""10.3390/agriculture15161768"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0031,Gracilaria lemaneiformis,MODULATES,VFA concentration,decrease,Not stated,2% DM,in_vitro,['Fermentation pathway modulation'],Direct,in vitro gas production,High,lower VFA concentrations will provide less raw materials for methane synthesis,10.3390/agriculture15161768,auto,v2.0-126corpus,0.85,"{""source"": ""Gracilaria lemaneiformis"", ""target"": ""VFA concentration"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""2% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""High"", ""supporting_quote"": ""lower VFA concentrations will provide less raw materials for methane synthesis"", ""paper_id"": ""10.3390/agriculture15161768"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0031,Gracilaria lemaneiformis,MODULATES,NH3-N,decrease,Not stated,2% DM,in_vitro,['Fermentation pathway modulation'],Direct,in vitro gas production,High,significant decrease in ... ammonia nitrogen (NH3-N),10.3390/agriculture15161768,auto,v2.0-126corpus,0.85,"{""source"": ""Gracilaria lemaneiformis"", ""target"": ""NH3-N"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""2% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""High"", ""supporting_quote"": ""significant decrease in ... ammonia nitrogen (NH3-N)"", ""paper_id"": ""10.3390/agriculture15161768"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0031,Gracilaria lemaneiformis,INHIBITS,methane yield,decrease,27.5%,2% DM,in_vitro,"['Microbial community restructuring', 'Fermentation pathway modulation']",Direct,"in vitro gas production, 16S rRNA",High,supplementation with 2% G. lemaneiformis effectively reduces CH4 emissions by 27.5% (p < 0.05),10.3390/agriculture15161768,auto,v2.0-126corpus,0.92,"{""source"": ""Gracilaria lemaneiformis"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""27.5%"", ""dose"": ""2% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring"", ""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production, 16S rRNA"", ""evidence_quality"": ""High"", ""supporting_quote"": ""supplementation with 2% G. lemaneiformis effectively reduces CH4 emissions by 27.5% (p < 0.05)"", ""paper_id"": ""10.3390/agriculture15161768"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.92}"
R0032,Asparagopsis taxiformis variety Brominata,INHIBITS,methane yield,decrease,59%,0.60% DM,in_vivo,['Unknown/unclear mechanism'],Inferred,GreenFeed,High,"CH4 yield decreased by 41%, 56%, and 59% compared with the CTL",10.3168/jds.2025-27429,auto,v2.0-126corpus,0.92,"{""source"": ""Asparagopsis taxiformis variety Brominata"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""59%"", ""dose"": ""0.60% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""CH4 yield decreased by 41%, 56%, and 59% compared with the CTL"", ""paper_id"": ""10.3168/jds.2025-27429"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.92}"
R0032,Asparagopsis taxiformis variety Brominata,INHIBITS,methane yield,decrease,77%,0.60% DM,in_vivo,['Unknown/unclear mechanism'],Inferred,GreenFeed,High,"mean CH4 production decreased by 50%, 70%, and 77%",10.3168/jds.2025-27429,auto,v2.0-126corpus,0.92,"{""source"": ""Asparagopsis taxiformis variety Brominata"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""77%"", ""dose"": ""0.60% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""mean CH4 production decreased by 50%, 70%, and 77%"", ""paper_id"": ""10.3168/jds.2025-27429"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.92}"
R0032,bromoform,INHIBITS,methane yield,decrease,59%,34.8 mg/kg DM,in_vivo,['Unknown/unclear mechanism'],Inferred,GreenFeed,High,"bromoform concentrations of 0, 17.4, 26.1, and 34.8 mg/kg of DM",10.3168/jds.2025-27429,auto,v2.0-126corpus,0.85,"{""source"": ""bromoform"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""59%"", ""dose"": ""34.8 mg/kg DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""bromoform concentrations of 0, 17.4, 26.1, and 34.8 mg/kg of DM"", ""paper_id"": ""10.3168/jds.2025-27429"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
